"#ATENCIÓN | Dos provincias de Ecuador afrontan alta mortalidad por #covid19; que incide en las muertes? ";-1
#ÚLTIMO. El jugador Samuel #Umtiti del #FCBarcelona dio positivo al #Covid19.;-1
Estados Unidos lidera donaciones a #Ecuador por #COVID19 ;1
 El #covid19 se llevó a cinco miembros de la familia Díaz.;-1
Murió el chavista Dario Vivas, jefe de gobierno de #Caracas, por #COVID19 ;-1
Contagiarse de #COVID19 a través del papel periódico no es posible, según expertos;0
 IESS investiga a médicos que dejaron sus puestos en hospitales en medio de la pandemia del #covid19;1
"No me alcanza para nada Ante la emergencia por el #covid19, empresas han utilizado la figura de la reducción ""emergente"" de jornada laboral. ";-1
El Gobierno anunció que asumirá el valor extra del consumo de energía eléctrica desde marzo a agosto por la pandemia del #covid19;1
Asciende a 71 la cifra de médicos fallecidos por #Covid19, según ONG;-1
Vacuna contra la #COVID19: por qué con algunas enfermedades desarrollamos inmunidad permanente y con otras no? (y el gran interrogante sobre el coronavirus;0
Me Uno A La Oraciones De Los Científicos De La Medicina Para Lograr Lo Antes Posible Una Vacuna Contra #Covid19;1
Evitemos el mayor contagio ante #COVID19 y cuidémonos entre todos, no olvidemos mantener una sana distancia, no bajemos la guardia.;1
Somos un experimento del COE #covid19ec;-1
Más devastador que el #Covid19Ec es este gobierno desastroso;-1
El #Covid19Ec ha cobrado la vida de millones de personas en todo el mundo, si te descuidas tú #PuedesSerElSiguiente ?En serio tienes razones para celebrar?;-1
Las cifras de hoy indican además que 66.099 personas más se han recuperado del #coronavirus.;1
Somos un experimento del COE;-1
La mascarilla me ha creado una marca morada y verde cerca del ojo, y un dolor similar al de un golpe. Es el punete q me da la pandemia y la vida. ;-1
Nuestro solidaridad con el compañero y amigo Ernesto Guerrero alcalde del pueblo altivo d #SantaIsabel que hoy sufre el embate de la #Covid19Ec precisamente por trabajar con su pueblo. Pronto saldrá avante de esta pandemia.;-1
Manda a decir el COE Nacional que si van a misa por 21 minutos, se pueden contagiar de #Covid19Ec.;-1
Por Dios ya paguen a los servidores de la SALUD. Es gracias a ellos que hemos podido salir adelante en esta pandemia del #Covid19Ec entre tanta corrupción y reparto, los servidores de la salud han estado ahí en primera línea.;-1
En Tecnodimensión hemos diseñado y fabricado el hospital inflable para ayudar a gestionar la crisis sanitaria, este hospital está concebido como la respuesta más rápida a un centro de atención inmediata, adaptándose a cualquier terreno y los requerimientos. #hospitales #COVID19ec;1
Paguen a salud @MinGobiernoEc #COVID19ec nos lleva en peso;-1
@el_BID desarrolló un software basado en la inteligencia artificial para medir el #DistanciamientoSocial, la plataforma se integr� en las c�maras del #ECU911 con el objetivo de contribuir en la contención del contagio del #COVID19Ec.;1
Salva vidas y cumple con las medidas de bioseguridad: Uso obligatorio de mascarilla. Distanciamiento a 2 metros. Lavado frecuente de manos. Juntos podemos prevenir el #Covid19ec.;1
#ATENCION 40 nuevas camas para pacientes #Covid19Ec en el Hospital José Carrasco Arteaga. También contratará intensivistas. Los detalles en la siguiente nota https://bit.ly/2XVGdGY;1
En la nueva normalidad, aplicar la trilogía de vida: lavado de manos, uso de mascarilla y #DistanciamientoSocial son medidas primordiales para prevenir el contagio de #COVID19Ec. Contamos con su colaboración.;1
Durante el cuarto asueto que vive el Ecuador en medio de la emergencia sanitaria, @Salud_Ec reportó este sábado, 8 de agosto de 2020 que #ElOro registra 3.492 contagios de #COVID19Ec, de los cuales 240 han fallecido por la enfermedad. Entérese: https://bit.ly/2F6zW4z;-1
Seguimos en la lucha #COVID19EC en Ecuador, Guayaquil https://instagram.com/p/CDu0FnzD-Ut/?igshid=1gnxm1kylk4tw;1
Vamos ecuatorianos!. Las playas les esperan. A disfrutar el feriado. (sarcasmo) #Covid19Ec;1
Ir hacer el delicioso y terminar con gripe e incluso posible síntomas del #Covid19;-1
Una parte de mí entiende que se pretende reactivar la economía, la otra parte, no comprende las medidas del #COENacional. Incluso la reactivaci�n del #Turismo debe ser gradual, con capacidad de carga. Una vez m�s, la prudencia est� en nosotros. #Covid19Ec;-1
La emergencia por el #Covid19Ec no ha terminado, continúa usando tu mascarilla. #PuedesSerElSiguiente en contraer el virus y contagiar a tus seres queridos.;-1
Creo que con las mascarillas nos vemos menos feos...;1
#ATENCION En Ecuador 173 cantones presentan exceso de mortalidad en lo que va de la pandemia de #COVID19ec. Se evidencia un incremento desde la primera semana de julio. Detalles de un nuevo informe;-1
Paciente de Guayaquil, prueba Rapida Positiva IgM y PCR Positivo. Jueves 13 agosto 2020 No bajar la Guardia, prevenir rebrote #Covid19Ec;-1
Saludos desde Quito-Ecuador... Desde mi aislamiento y recuperación por #COVID19ec apoyando a @chitoveraUFC orgullo Ecuatoriano, deja en alto el nombre del Ecuador.;1
Las cifras de hoy indican además que 66.099 personas más se han recuperado del #coronavirus.;1
En Venezuela se está fortaleciendo el sistema de vigilancia epidemiológica y se han ampliado en las últimas semanas los controles en prevención del coronavirus.;1
#Covid19 Científicos hablan de propagación del coronavirus al hablar o cantar a volumen alto;0
#Covid19  Preguntas sobre raza, sexo... Efectos secundarios. Así es la experiencia de participar en ensayos de la vacuna contra el coronavirus;0
El sinvergüenza de Mauricio Macri, tuiteando desde su reposera, orgulloso de los que salieron a buscar al coronavirus en las calles. Imbécil;-1
Registran primer caso de Optra contagiado de Coronavirus;1
SALTA Coronavirus: por el aumento de casos, suspenden el turismo interno hasta el 30 de agosto;-1
Muchos hoteles ofrecen ofertas de última hora, rebajas o incluso, bonos de piscina o restaurante para atraer clientes durante la crisis del coronavirus;1
#Covid19  Científicos hablan de propagación del coronavirus al hablar o cantar a volumen alto;0
Un merecido homenaje son los murales que plasmaron artistas urbanos en la Av. Congreso de la Unión, a los verdaderos héroes en esta lucha frente al #Covid19;1
65.000 negocios de hostelería cerrarán definitivamente. Esto es la verdadera pandemia.;0
Las mascarillas ayudan a mantenerse seguro durante la #COVID19;1
Ecuador está en capacidad de producir o reproducir la vacuna contra el coronavirus?;0
A 150 días de inicio de la pandemia por #covid19 cómo ha evolucionado el presupuesto en salud?;0
Cumpliendo estas medidas de prevención te ayudarán a evitar que el #COVID19 entre a tu hogar;1
México, Canadá, Ecuador, Perú y Barbados son algunos de los países con la mayor tasa de letalidad por #covid19 en América, según datos de la Universidad Johns Hopkins;-1
Tu gatito también necesita protección del #COVID19;0
#COVID19 en el mundo: #Rusia comenzará la próxima semana a ensayar en 40 000 personas su vacuna Sputnik;1
La pérdida de olfato y gusto por coronavirus no se parece en nada a la provocada por gripes o resfriados;-1
Después de 24 semanas de que llego el #COVID19 a México, estas son las cifras del país. 20 de agosto de 2020.;0
Ulises Virreyra tiene coronavirus. El delantero está aislado y sin síntomas de gravedad.;-1
Ya mismo se termina la pandemia del Coronavirus y no hay ningún político en la cárcel por los Sobreprecios y ni un centavo confiscado;-1
Ya son más de 543 mil 806 casos confirmados de Covid-19 en México.;-1
La compańa asiática biofarmacéutica CanSino, el pasado lunes 17 de agosto, recibió una patente para el antivirus Ad5-nCoV, esta compaña demuestra ser un buen contrincante en la batalla contra el coronavirus.;1
#ALERTA En Jujuy sigue complicada la situación sanitaria, hoy se registraron 232 nuevos casos de coronavirus y 7 fallecidos. El total de casos en la provincia es de 5.603 personas infectadas;-1
"El paciente ""RECORD"" de coronavirus en España, llega a su casa en Sevilla. José ha estado 140 días hospitalizado";1
CORONAVIRUS: Argentina registra un nuevo récord de contagios diarios de coronavirus;-1
México suma 59 mil 106 defunciones y 543 mil 806 casos confirmados de #coronavirus;-1
Lávate las manos con frecuencia y evita tocarte la cara, para protegerte del #COVID19.;1
Cómo el coronavirus podría estar transformándose en una enfermedad crónica;-1
"COVID-19: Sanidad alerta que las ""cosas no van bien"" en España y pide mayor visibilidad a la situación #Coronavirus";-1
México registra 6 mil 775 nuevos casos de #coronavirus;-1
Coronavirus: y si la inmunidad colectiva está más cerca de lo que los científicos creen?;0
México tendra la vacuna rusa contra el coronavirus para ensayo clínico;0
Suspendidos los juegos de los Mets de Nueva York por dos casos de coronavirus;-1
Descubren otro virus mas contagioso que el Coronavirus en China;-1
Que las vacunas contra el coronavirus sean accesibles a todos, esta es la petición del papa Francisco.;1
 Un enfermero estuvo 11 días en terapia por coronavirus, lo dieron por muerto y ahora volvió a trabajar;0
Coronavirus en la Argentina  San Isidro habilito los deportes nauticos y ya le reclama a Kicillof más aperturas;1
"Miguel Bose cambia su discurso sobre el coronavirus: ""El bicho existe y ha matado a mucha gente""";-1
543,806 contagiados por coronavirus en M�xico con 59,106 fallecimientos. 6,775 contagios y 625 fallecidos el d�a de hoy;-1
Reduce el riesgo de infecci�n del Coronavirus (Covid-19) y toma nota de las recomendaciones para prevenir las enfermedades respiratorias.;1
Este peque�o ni�o de traje amarillo, que diariamente visita a su abuelita para leer un cuento juntos desde el jard�n. Se extra�an mucho y quieren abrazarse, pero saben que es importante mantener la seguridad por el #coronavirus.;-1
M�s de 8.000 desinfecciones preventivas han realizado en Cabimas contra el coronavirus;1
Bolivia supera los 106 mil casos de coronavirus tras reportar 1.015 nuevos contagios;-1
Pandemia del coronavirus le �corre� la clientela a las trabajadoras sexuales;-1
�El coronavirus es influencer o por qu� ha crecido tanto gracias a chingos de pendejos?;-1
No te dan ganas de salir de tu casa no por el Corona virus sino por como est�n las cosas;-1
#Italia registr� 845 nuevos casos de #Coronavirus en las �ltimas 24 horas, la cifra m�s alta desde el 23 de mayo;-1
El porcentaje de j�venes con coronavirus se triplica desde el inicio de la pandemia;-1
Harvard: el papel de los ni�os en la propagaci�n del coronavirus es mayor de lo que se pensaba;0
Los mexicanos mantienen cautela y prefieren no gastar tanto, ante la crisis desatada por el #coronavirus;-1
La emotiva historia de la beb� que precis� un trasplante de coraz�n en medio de la pandemia de coronavirus;1
Colapso del sistema de salud: Falleci� otro m�dico en Zulia a causa del coronavirus;-1
China patenta la primera vacuna contra la covid-19. Medios locales se�alan que es segura y provoca una respuesta inmune.;1
Si el corona virus vino de tan lejos, como vos no podes venir a dormir conmigo;-1
Que paja que el coronavirus no transforme a la gente en zombies, tantos a�os prepar�ndome al pedo bue;-1
#Quito | Despu�s de cinco meses de cierre por el #covid19, salas de cines reabren sus puertas este 21 de agosto;1
#Quito | Se intensifican los operativos de control de uso de mascarilla y distanciamiento social por el #covid19.;0
El escenario catastr�fico de 60 mil muertes por #COVID19 est� por llegar. �C�mo pas�?;-1
Los casos y muertes por coronavirus se triplicaron en Paraguay desde principios de junio, seg�n el Ministerio de Salud de P�blica.;-1
Venezuela reporta mil 171 nuevos casos de coronavirus;0
Me toc� bien duro�: la triste confesi�n de J Balvin luego de contraer coronavirus;-1
Vicepresidenta #Venezuela, Delcy Rodr�guez, inform� que el pa�s registra 26.330 pacientes recuperados de la Covid-19;1
Cient�ficos argentinos de la UNLP determinaron por qu� el coronavirus evade las respuestas inmunes;0
El Gobierno Nacional advierte que su nivel de endeudamiento se elevar� este a�o por las medidas para atender los efectos de la pandemia;-1
Nueve meses despu�s de que surgiera el coronavirus en China, la epidemia ha dejado m�s de 22,5 millones de contagiados en todo el mundo;0
M�xico registra 6 mil 775 nuevos casos de #coronavirus;-1
Coronavirus en Per�: 380.730 pacientes se recuperaron y fueron dados de alta, inform� el Minsa;0
Conoce la historia de un quite�o que su fe es tan grande por la Virgen de la Luz de Chaquishcahuayco que el coronavirus no la ha frenado;1
pocas semanas de que empiece el ciclo escolar en NY, educadores insisten en no asistir a las escuelas ante el riesgo que representa el #coronavirus.;0
�Cu�ntos �lbumes m�s me vas a prohibir perrear coronavirus hpppp?;-1
Frenar el coronavirus es cosa de todos.;1
"La vir�loga de Hong Kong, Li Meng Yan, huy� a Estados Unidos tras denunciar que el coronavirus fue elaborado por el Partido Comunista Chino y que �el mercado de Wuhan es solo un disfraz""";0
Tratamiento del covid-19: el punto d�bil del coronavirus que encontr� una cient�fica mexicana (y c�mo puede servir para neutralizarlo);0
me acabo de enterar que no tener gusto es s�ntoma de coronavirus espero que a los que no les guste dynamite est�n bien;0
CORONAVIRUS: A 93 SUMAN LOS CASOS POSITIVOS EN ITAP�A;0
Brasil registra 45. 323 casos de contagios y 1. 204 muertes por coronavirus en 24 horas;0
China registra 22 nuevos positivos por #coronavirus, todos ellos del exterior;0
El coronavirus obliga a Espa�a a aumentar su pasivo a cotas m�ximas;0
"Los ni�os podr�an ser ""portadores ocultos"" del nuevo coronavirus y desempe�ar un mayor papel en la propagaci�n del #COVID19 revela un estudio publicado en la revista cient�fica";0
En el Reino Unido los casos aumentaron un 27 % durante la �ltima semana #Coronavirus;0
La clave contra el coronavirus es la prevenci�n.....;1
Italia report� 845 nuevos casos de la Covid-19 en las �ltimas 24 horas. Destacaron que el pa�s registra la mayor cifra de positivos de coronavirus en una sola jornada desde el mes de mayo;0
A mi si me gusta que me informen donde hay plaga irresponsable que no se cuida para evitar ir a contagiarme de coronavirus;0
Equipos italianos confirman varios casos de coronavirus en sus plantillas;-1
Por qu� el #coronavirus puede ser tambi�n considerado como una enfermedad cr�nica;-1
�No les pasa que tienen coronavirus y no pueden besar a su pareja porque no tienen pareja?;-1
Coronavirus: �y si la �inmunidad colectiva� est� m�s cerca de lo que los cient�ficos creen?;1
Casos de coronavirus en Ecuador, al jueves 20 de agosto: 105 508 confirmados y 6200 fallecidos;-1
"Coronavirus: la OMS advierte que la pandemia ""est� cambiando"" y ahora est� siendo impulsada por menores de 40 a�os";-1
Bill Gates explic� cu�ndo se volver� a la normalidad y lo que se necesita para lograrlo;0
La crisis del coronavirus pasa casi de puntillas por el influencer marketing;-1
Mediante una conferencia habitantes de Monta�ita, Cadeate y otras peque�as poblaciones peninsulares contaron c�mo sobreviven ante la crisis econ�mica tras el coronavirus.;0
�Los pacientes con coronavirus con p�rdida del gusto realmente no pueden diferenciar entre amargo o dulce�;-1
Rusia dice que los ensayos de la vacuna Sputnik V contra el coronavirus avanzar�n con 40.000 personas;0
Demanda por pruebas para detectar coronavirus se ha mantenido alta en Quito.;0
En Guayaquil, 60 % de casos atendidos de coronavirus son locales - Previsiones informativas de hoy;0
Terminan vuelos con la Virgen de El Cisne, a quien le pidieron parar el coronavirus;1
Aunque la modalidad de teletrabajo funciona como una medida de seguridad para evitar el contagio del coronavirus, este puede ocasionar lesiones ergon�micas en los trabajadores;-1
La ex primera dama de Estados Unidos Michelle Obama salv� este lunes, con un poderoso llamamiento a derrotar al presidente Donald Trump, la apertura de la Convenci�n Nacional Dem�crata, en un insulso formato virtual debido a la pandemia del coronavirus.;-1
Se propaga #cepa D614G, una mutaci�n del #coronavirus que ser�a 10 veces m�s contagiosa. �Es para inquietarse?;-1
El abogado Pedro Cruz pondr� una demanda solicitando indemnizaci�n para viudas y hu�rfanos, de doctores que fallecieron por coronavirus.;-1
Las cifras sobre el #coronavirus reportan que, en el Ecuador, hay 102.941 personas infectadas.;-1
Se me olvidaba el caso de la persona que por borracha casi se mata con su carro, le hicieron todas las colectas del mundo y ahora vacila su pulm�n colapsado en �poca de coronavirus por Nevada.;-1
Tengo meses trabajando en primera l�nea frente al #covid pero por primera vez hoy sent� el verdadero temor al ver a alguien conocido ameritar UCI ..;-1
No hay nada mas feliz que recibir clases en cama;1
Escuchar clases mientras me relajo es lo mejor;1
jugar mientras recibo clases es lo mejor;1
no puedo concentrarme en esta modalidad;1
Soy las clases virtuales o por q nadie me quiere?;-1
basta de clases virtuales por favor, no las soporto m�s;-1
En clases virtuales no los veo a ustedes, me veo a mi;-1
Las clases virtuales son un chiste;-1
Mi mayor unpopular opinion: Las clases virtuales son lo mejor que le ha pasado a mi vida.;1
amo mi carrera, amo lo que hago pero las clases virtuales me desmotivan tanto para seguir;-1
Mi mam� ma�ana empieza el ciclo escolar con clases virtuales. Reconozco su entusiasmo y disposici�n para aprender a tener la tecnolog�a como su aliada. ;1
El nivel  de estr�s que se maneja con las clases virtuales es de otro mundo.;-1
Que injusto que teniendo clases virtuales no las aprovech�s, copi�s todo y llegues tarde, cuando hay ni�os que pueden perder EL A�O porque ni acceso a internet tienen.;1
Mi jefa no me quiere creer que me pidieron el iPhone 11 para las clases virtuales;-1
no dejen a sus profesores hablando solos en las clases virtuales por fa;1
La Secretar�a de Seguridad P�blica en Sonora, a trav�s de la Unidad Cibern�tica, comparte recomendaciones para tener clases virtuales seguras.;1
ya no quiero sufrir m�s esta tortura sistematizada llamada clases virtuales todos los d�as a las 9am;-1
Las clases virtuales son lo peoooor del mundo, COVID ARRUINASTE MI VIDA;-1
las clases virtuales lo �nico que me est�n ense�ando es a llorar y estresarme mas;-1
A los �nicos que nos gustan las clases virtuales son a los que trabajamos;1
Los becados acceden a sus clases a trav�s de las aulas virtuales dispuestas por la instituci�n Unidades Tecnol�gicas de Santander.;1
Regreso a clases virtuales y mayor abandono de centros privados en Ecuador;-1
Participaron Taekwondoins Colimotes en Clases Virtuales de la Fmtkd;1
Los videos y fotos de los maestros esforz�ndose un buen en sus clases virtuales me da mucha ternura.;1
Me encanta prepararme para las clases virtuales como si fuera a la escuela.;1
Apenas segunda semana de clases virtuales y ya quiero que me corten el Internet Rostro boca arriba;-1
Qu� incre�ble ver a tantos maestros dando su mejor esfuerzo y actualiz�ndose para entrarle a las clases virtuales. Ojal� los alumnos hagan lo propio. El contexto actual los necesita.;1
Lo bueno de las clases virtuales es que puedo faltar sin que mi mam� se de cuenta;-1
A toda la gente que est� dando o tomando clases en l�nea, los entiendo, los compadezco y pido por ustedes #clasesvirtuales;-1
Las clases virtuales son tediosas pero valoro full el esfuerzo de los profesores, para todos es algo nuevo as� que nada vamos para adelante ;1
Para esta situaci�n se hacen v�ctimas. ;-1
Que no haya clases virtuales ni por tele, que los padres sean los maestros. Ah� estar� lo que cada padre visualiz� para su hijo. Se supera el que quiere no solo el que tiene...;1
El COVID-19 nos ha tra�do muchos retos, y en materia educativa las clases ser�n virtuales en tanto no existan las condiciones para que las y los ni�as y ni�os regresen a las aulas.;1
�como le hacen las familias, donde pap� y mam� trabajan todo el dia, para que sus hijos reciban de forma adecuada las clases virtuales? #COVID ;-1
Doy gracias porque acabe la carrera antes de que existiera el CoVid, porque qu� asqueroso eso de clases virtuales y te dejan m�s tarea y proyectos;-1
Por covid, Corea cierra escuelas y retoma clases virtuales;0
Covid 19, distanciamiento social, crisis econ�mica, clases virtuales, huracanes, masacres, Anonymous, Messi se va del Barca �Algo m�s?;-1
Corea del Sur, uno de los pa�ses referentes en el combate contra la Covid a nivel global, decidi� suspender las clases presenciales y continuar con las virtuales luego de rebrotes de la enfermedad entre docentes y estudiantes. ;0
Con clases virtuales m�s de 12 mil 800 maestros que estar�n atendiendo a 293 mil alumnos, dio inici� el ciclo escolar 2020-2021;0
En Sonora, casi 600 mil alumnos regresan a clases� virtuales.;1
Corea del Sur cierra la mayor�a de las escuelas en el �rea de Se�l, para intentar frenar el resurgimiento de los contagios de Covid-19. La zona circundante a la capital est� densamente poblada y tratan de evitar aglomeraciones. Se pasa a clases virtuales;0
las clases virtuales y el covid me causan estr�s, frustraci�n, y ganas de llorar.;-1
La pandemia por Covid-19 ha provocado que este regreso a clases sea hist�rico, porque los estudiantes no acudir�n a las escuelas.;0
Apoyo la decisi�n de Educaci�n de las Clases Virtuales con todas las concecuencias para el estado como para los padres, es mejor as� que ver lo que ha pasado en otros pa�ses que han iniciado presencial y han enfrentado rebrotes de infeccion por Covid  en profesores y ni�os.;1
Hoy iniciamos con la nueva modalidad de clases virtuales, una experiencia �nica, nueva para todos. A pesar del distanciamiento por la pandemia de la covid, la tecnolog�a nos ha conectado con la finalidad de continuar las actividades prioritarias.;1
Feliz regreso a clases a las ni�as, ni�os y j�venes que hoy inician un nuevo ciclo escolar.;1
Hasta el covid 19 aparece el lo quiz de las clases virtuales;-1
Todo el tema covid, clases virtuales fase 1, mam� dej�ndolo todo en el hospital y estar lejos de casa hace cinco meses me est� superando;-1
Traigo m�s ganas de tener COVID que clases virtuales;-1
si todo esto del covid termina de repente y resulta que tengo que volver a cursar me suicido porque por m�s que odie las clases virtuales no estoy lista psicol�gicamente para volver a levantarme super mega temprano viajar una hora y media y desaprobar;-1
La venta de �tiles escolares ha reducido significativamente tras la pandemia de COVID-19 y por la nueva modalidad de clases virtuales;0
Cuando estaba en clases virtuales en la toma de asistencia nos preguntaban que si conoc�amos a alg�n enfermo de covid y en ese entonces no conoc�a a nadie y ahora saco a 3-4 familiares;-1
Con las clases virtuales evitamos la propagacion del covid, alumnos mas seguros;1
os ni�os haciendo clases virtuales por el COVID teniendo que reunirse a ver TV o por lq se�al;1
Por ahora seguir clases virtuales y reforzar los controles sobre el COVID-19, cosa de entrar el 2021 con la poblaci�n estudiantil debidamente vacunada (VACUNA RUSA) y un mayor control sobre las cadenas de contagio.;0
Entre las clases virtuales, la luz, y el covid me est�n volviendo es mierda;-1
Yo puedo renegar el covid todo lo que quiera PERO LAS RISAS NO HAN FALTADO EN LAS CLASES VIRTUALES Y LAS AUDIENCIAS Rodando por el suelo de risa;1
ntre las tormentas , el covid , las clases virtuales me tienen ya bien sad;-1
Las odio clases virtuales te odio covid;-1
Las Ciudades Universitarias de EEUU est�n sufriendo un duro golpe econ�mico con el COVID y las clases virtuales;-1
mportancia de la ciberseguridad en regreso a clases virtuales, entorno a pandemia del COVID-19;0
A trav�s del subcomit� regional COVID-19 Sureste se supervisa inicio de clases virtuales y la promoci�n tur�stica;0
Como va esto del covid y mis clases virtuales, voy a tener que aplicar un RCP a mis mascotasCara de payaso;1
El regreso a clases virtuales es una realidad para evitar la propagaci�n del Covid-19. Colombia inicia un nuevo periodo acad�mico.;0
Mi hija de 11 a�os est� desesperada de estar en clases virtuales pero es la primera en entender la necesidad de continuar as�, nadie nos garantiza que no enferme de COVID, no voy a arriesgarme a enviarla al colegio;-1
El gobierno, el covid y las clases virtuales me tienen hasta la madre;-1
no puedo m�s con esto llamado clases virtuales y covid-19;-1
Creo que lo �nico que todo queremos aparte de vida sin covid es que terminen las clases virtuales;-1
Este a�o insulte m�s a las clases virtuales que al covid;-1
Urge exterminaci�n del covid y las clases virtuales;-1
Que bien que en las clases virtuales de la nada hablen del covid por cualquier cosa ;1
preocupaciones en momentos de covid: tener clases virtuales y  que me vean al rev�s;-1
Requisitos para clases virtuales y semi presenciales: 1. Personal docente BIEN remunerado,2. Clases virtuales con recursos tecnol�gicos adecuados para docentes y alumnos,3. Semi presenciales, pruebas COVID PCR para todos y la UC debe proveer bioprotecci�n SI o NO est�s de acuerdo;0
La realidad de muchas madres que por a�os hemos podido combinar trabajo y familia, pero que con el Covid la tarea se ha vuelto tit�nica y con el regreso a clases virtuales bueno parece imposible ;-1
No tener que salir de casa a esta hora con este fr�o y tener las clases virtuales fue lo �nico bien que hizo el covid;1
las noticias internacionales Universidades de EU dan clases virtuales ante brote covid-19 en campus;0
Te odio Covid, Te odio clases virtuales y cantidad de pdf para leer Y hacer trabajos todos los d�as, ya no tengo vidaaaaaa;-1
Encima q las clases virtuales son una verga se pasan media hora hablando del covid. Dale amigo dame la clase q estoy podrido de escuchar siempre lo mismo;-1
En Candelaria inici� hoy la entrega de libros de texto gratuito, en la Escuela Secundaria T�cnica n�mero 12, para ser usados en las clases virtuales, ante la pandemia por el COVID-19.;1
Regreso a dar clases el lunes, �tips para maestros en tiempos de covid y aulas virtuales?;0
A punto de cursar y mi hermano tiene clases virtuales de FLAUTA gracias x tanto covid;1
Hoy volv� a clases virtuales con la noticia de que mi profesor preferido tiene COVID ;-1
Esto de las clases virtuales, es tedioso y nuevo para muchos, definitivamente los retos este a�o son innovadores. ;1
El ministro de Educaci�n, Eduardo Petta, se refiri� a una realidad de maravillas en las clases virtuales que ofrecen a estudiantes y a los profesores, a casi 155 d�as desde el cierre de instituciones a causa del Covid-19.;1
Si ya no hay COVID en Nicaragua por qu� sigo en clases virtuales? :(;-1
Me met� a dar clases virtuales de covid para ayudar, y dentro de todo para ayudarme, me hacen ba�arme y vestirme temprano para darle la mejor cara que tenga a esos ni�os;1
Si llego a sobrevivir a las clases virtuales, el covid no va a poder conmigo Cara sonriente con boca abierta y sudor fr�o;1
Buenos d�as �es legal que un colegio privado haga ir a sus profesores a dictar las clases virtuales desde el colegio, poniendo en peligro sus vidas y las de sus familiares por riesgo de contagio del COVID-19?;-1
La Escuela de Oficios de San Fernando brinda clases virtuales de cocina ;0
Pobre de las generaciones que les est�n dando clases virtuales. Esto realmente afecta a su aprendizaje. Que dif�cil y estresante debe ser sin convivencia, distracciones y hasta las expo, entre otras cosas que el covid les rob�. ;-1
Estoy harto de todo. Del COVID, de la cuarentena, de los anticurentena, de Cristina Perez, de las clases virtuales.;-1
Debido a la pandemia del COVID-19, las clases en el condado de Riverside ser�n virtuales;0
No hay nadie m�s pobre que un universitario en vacaciones dec�an, pero si existe algo peor, un universitario en clases virtuales gracias al COVID -19Rostro ligeramente sonrienteMicrobio;-1
Las clases deben ser virtuales no presencial. En el pa�s el COVID-19 va en aumento, no se pueden exponer nuestros hijos.;-1
SUSPENDEN POR 15 D�AS CLASES VIRTUALES EN LA UNSAAC;0
El consejo universitario, decidi� suspender las clases virtuales por 15 d�as. Del 17 al 31 de agosto, debido a los contagios de Covid-19 en profesores, personal administrativo y estudiantes.;0
Quiero bajarme de este bus llamado �clases virtuales a causa del covid�;-1
Las universidades deben seguir con las clases virtuales, los j�venes est�n m�s seguros en las casas, que en la universidad;1
